MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
My Little Pony: Equestria Girls - Legend of Everfree,"
Animation, Comedy, Family            ",6.5,"
The students of Canterlot High come to a summer camp where there are odd counselors, strange phenomena and, hidden agendas.","
    Director:
Ishi Rudell
| 
    Stars:
Tara Strong, 
Rebecca Shoichet, 
Ashleigh Ball, 
Andrea Libman
",1178,73.0,M
Molang,"
Animation, Short, Comedy            ",8.6,"
Molang and Piu Piu are invited to a party. They dress themselves up, but Piu Piu's kiss curl might prevent them from going out. Fortunately, Molang has an idea.","
            
    Star:
Bruno Guéraçague
",263,24.0,M
Man Without a Star,"
Western            ",6.9,"
A drifter working as foreman for an iron-fist female rancher must chose sides between his attractive employer and the other neighboring settlers who are mistreated by her.","
    Director:
King Vidor
| 
    Stars:
Kirk Douglas, 
Jeanne Crain, 
Claire Trevor, 
William Campbell
",3184,89.0,M
Los Parecidos,"
Horror, Mystery, Sci-Fi            ",5.9,"
On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","
    Director:
Isaac Ezban
| 
    Stars:
Gustavo Sánchez Parra, 
Cassandra Ciangherotti, 
Fernando Becerril, 
Humberto Busto
",3965,89.0,L
Ladies First,"
Documentary, Short, Sport            ",7.2,"
An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.","
    Director:
Uraaz Bahl
",433,39.0,L
Johan Falk: Slutet,"
Action, Crime, Thriller            ",7.8,"
In the final movie about Swedish special force policeman Johan Falk, he tries to solve the problem with the Eastern European mafia, who is threatening his family. Meanwhile, his co-workers ...                See full summary »
","
    Director:
Richard Holm
| 
    Stars:
Jakob Eklund, 
Jens Hultén, 
Marie Richardson, 
Peter Franzén
",1872,103.0,J
Koi no tsuki,"
Drama, Romance            ",7,"
A thirty-year-old woman develops a connection with a teenage boy half her age.","
            
    Stars:
Eri Tokunaga, 
Fûju Kamio, 
Miu Tomita
",452,24.0,K
Ma-i On-li Leo-beu-song,"
Comedy, Fantasy, Romance            ",6.9,"
When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.","
            
    Stars:
Ye-ju Jin, 
Ahn Bo-Hyun, 
Lee Jae Jin, 
Cheol-min Lee
",560,30.0,M
Lost Tapes,"
Horror, Mystery, Sci-Fi            ",6.2,"
Explores the possibility of hidden creatures through ""found footage"" videos and information provided by experts.","
            
    Stars:
Loren Coleman, 
Dallas Santana, 
Jessica Lynch Alfaro, 
Craig Stanford
",844,30.0,L
Johan Falk: Blodsdiamanter,"
Action, Crime, Thriller            ",7.1,"
GSI (Group of Special Investigations) investigates a weapon deal made by the mafia. GSI sends in an undercover agent to investigate what the mafia is up to. At the same time Johan Falk confronts a mysterious woman who threatens his family.","
    Director:
Peter Lindmark
| 
    Stars:
Jakob Eklund, 
Jens Hultén, 
Alexander Karim, 
Christian Svensson
",1751,99.0,J
Meomchoogo Sipeun Soongan: Eobawoottaim,"
Fantasy            ",7,"
Our heroine will have the unfortunate ability to see the ""life clocks"" of everyone around her, including herself, and the hero will somehow be able to stop her ""time"" without lifting a ...                See full summary »
","
            
    Stars:
Jung Dong-hwan, 
Kim Hae-sook, 
Seung-Yeon Han, 
Kim Sa Hee
",460,70.0,M
Lastman,"
Animation, Action, Comedy            ",8.6,"
In the corrupted city of Paxtown, boxer Richard Aldana becomes the protector of Siri, a young orphaned wanted by mysterious and monstrous superhumans.","
            
    Stars:
Tyler Bunch, 
Coryn Williams, 
Martial Le Minoux, 
Maëlys Ricordeau
",812,24.0,L
November 13: Attack on Paris,"
Documentary            ",8.3,"
Documentary chronicling the terrorist attacks in Paris on November 13, 2015.","
            
    Stars:
Barouyr, 
Benoit, 
Philippe Boutinaud, 
Bernard Cazeneuve
",2590,55.0,N
Maoyuu Maou Yuusha,"
Animation, Fantasy, Romance            ",7,"
After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have ...                See full summary »
","
            
    Stars:
Makiko Fujii, 
Misato Fukuen, 
Banjô Ginga, 
Takaya Hashi
",495,23.0,M
HaMossad: Sipur Kisuy,"
Documentary            ",7.5,"
For years the Mossad, Israel's legendary foreign intelligence agency, has been sealed off to the media. Now, for the first time since its founding, a dozen of Mossad's former spies give us ...                See full summary »
","
            
    Stars:
Ram Ben Barak, 
Gad Shimron, 
Yossi Alpher, 
Avi Dagan
",1056,60.0,H
Lego Marvel Super Heroes: Maximum Overload,"
Animation, Short, Action            ",6.4,"
Spider-Man and Marvel's Super Heroes take on a mischievous Loki and a team of super villains in an all-new LEGO adventure","
            
    Stars:
Steve Blum, 
Greg Cipes, 
Tony Matthews, 
Barry Dennen
",1234,22.0,L
Invisible,"
Drama            ",6,"
Ely is 17 years old. After school, she works few hours at a pet shop. When Ely learns that she is pregnant, her inner world explodes even though she tries to go on with her daily routine as...                See full summary »
","
    Director:
Pablo Giorgelli
| 
    Stars:
Mora Arenillas, 
Mara Bestelli, 
Diego Cremonesi, 
Jorge Waldhorn
",717,87.0,I
Izakaya Bottakuri,"
Drama            ",8.2,"
Despite the bar's uninviting name, two sisters warmly welcome their patrons with tasty food and sake, just like their parents did before them.","
            
    Stars:
Moemi Katayama, 
Sara Takatsuki, 
Yuichi Nakamura, 
Hisako Ôkata
",85,23.0,I
Lavaperros,"
Comedy, Crime, Drama            ",5.7,"
Don Oscar, if he wanted, could have been the next Escobar, but instead he sits on the ruins of his decrepit little drug empire. And let's face it, there is not much left to sit on. Only a ...                See full summary »
","
    Director:
Carlos Moreno
| 
    Stars:
Jose Marino Angulo, 
Juan Martin Arancedo, 
Anderson Ballesteros, 
Geovanni Marin Cardona
",528,107.0,L
Incir Reçeli 2,"
Drama, Romance            ",6,"
After losing the woman he loves in the original Fig Jam, Metin (Halil Sezai Paracikoglu) finds himself seriously alone. His life is a repetitive round of singing at a bar and grieving for ...                See full summary »
","
    Director:
Aytaç Agirlar
| 
    Stars:
Mert Akin Akcay, 
Mehmet Selim Akgul, 
Yusuf Bedirhan Arslan, 
Onur Bilge
",4056,103.0,I
Kuntilanak,"
Comedy, Family, Horror            ",4.8,"
Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.","
    Director:
Rizal Mantovani
| 
    Stars:
Sandrinna Michelle, 
Aurélie Moeremans, 
Fero Walandouw, 
Nena Rosier
",593,105.0,K
Loose Change 9/11: An American Coup,"
Documentary, History, War            ",7.1,"
An exploration of the viewpoint that the September 11, 2001 attacks were planned by the United States government.","
    Director:
Dylan Avery
| 
    Stars:
Osama bin Laden, 
Johnelle Bryant, 
George W. Bush, 
Laura Bush
",3517,99.0,L
Haechi,"
Action, Drama, History            ",7.9,"
Set during the Joseon Dynasty period, four people from different walks of life come together to make Prince Lee Geum the King and reform the Saheonbu. The four people are Lee Geum, Yeo Ji, Park Moon Soo and Dal Moon.","
            
    Stars:
Il-Woo Jung, 
Kwon Yul, 
Park Hoon, 
Lee Kyung-young
",222,35.0,H
Inspector Gadget,"
Animation, Action, Adventure            ",4.6,"
When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.","
            
    Stars:
Ivan Sherry, 
Tara Strong, 
Martin Roach, 
Scott McCord
",492,22.0,I
Juhong geulshi,"
Drama, Mystery, Thriller            ",6.5,"
A detective, his 3 girls & a murder case. Complex emotional relationships and human nature's darker sides are explored in this captivating suspense drama about a cop whose lust for love threatens to get in the way of his professional life.","
    Director:
Hyuk Byun
| 
    Stars:
Han Suk-kyu, 
Eun-ju Lee, 
Hyun-Ah Sung, 
Ji-won Uhm
",1052,115.0,J
Lens,"
Drama, Mystery, Thriller            ",6.7,"
Video chat session: Watch me die, LIVE!","
    Director:
Jayaprakash Radhakrishnan
| 
    Stars:
Anand Sami, 
Jayaprakash Radhakrishnan, 
Misha Ghoshal, 
Kulothungan Udayakumar
",1142,109.0,L
Liu xing hua yuan,"
Comedy, Drama, Romance            ",7.8,"
Meteor Garden is Taiwanese adaptation the Japanese comic series Hana Yori Dango. Meteor Garden is the classic love story; rich boy (Dao Ming Si) falls for poor girl (Shan Cai) and obstacles ensue.","
            
    Stars:
Barbie Hsu, 
Jerry Yan, 
Vic Chou, 
Ken Zhu
",789,60.0,L
Mushikago no Cagaster,"
Animation, Action, Drama            ",6.2,"
Insects that eat people. A girl with secrets in her past. A young exterminator who's almost too good at his job.","
            
    Stars:
Aleks Le, 
Todd Haberkorn, 
Ryan Bartley, 
Kim Strauss
",527,29.0,M
Huan tu,"
Drama, Mystery            ",6.2,"
A lonely construction worker from China goes missing at a Singapore land reclamation site, and a sleepless police investigator must put himself in the mind of the migrant to uncover the truth beneath all that sand.","
    Director:
Siew Hua Yeo
| 
    Stars:
Peter Yu, 
Xiaoyi Liu, 
Yue Guo, 
Jack Tan
",1202,95.0,H
Mucho Mucho Amor: The Legend of Walter Mercado,"
Documentary            ",7.3,"
Every day for decades, Walter Mercado — the iconic, gender non-conforming astrologer — mesmerized 120 million Latino viewers with his extravagance and positivity.","
    Directors:
Cristina Costantini, 
Kareem Tabsch
| 
    Stars:
Walter Mercado, 
Willy Acosta, 
Lin-Manuel Miranda, 
Raul de Molina
",2941,96.0,M
Jerry Seinfeld: 23 Hours to Kill,"
Comedy            ",6.7,"
Comedian Jerry Seinfeld performs at the Beacon Theatre in New York City with his take on everyday life, uncovering comedy in the commonplace.","
    Directors:
Joe DeMaio, 
Steven Rimdzius
| 
    Star:
Jerry Seinfeld
",4647,60.0,J
Jeoldae Geui,"
Comedy, Fantasy, Romance            ",6.9,"
Dan Dan, is a woman who works as a special effects make-up artist but has a very cold-heart. She then, unexpectedly, falls in love with Yeong Goo, a humanoid robot programmed to be a ...                See full summary »
","
            
    Stars:
Yeo Jin-gu, 
Min-ah Bang, 
Jong-Hyun Hong, 
Ji Yoon Hong
",225,35.0,J
Holiday Rush,"
Comedy, Drama, Family            ",4.9,"
After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.","
    Director:
Leslie Small
| 
    Stars:
Romany Malco, 
Sonequa Martin-Green, 
Darlene Love, 
Amarr M. Wooten
",2294,92.0,H
Hospital,"
Horror            ",3,"
A grieving wife and the sister of of a nurse paid two Tao priests to commune with the spirits of their deceased loved ones in a famous haunted hospital.","
    Director:
Chia-Lin Chu
| 
    Stars:
Li-chi Hsu, 
Lei Hung, 
Samuel Ku, 
Po-Hung Lin
",245,89.0,H
Inside the Criminal Mind,"
Documentary, Crime            ",5.5,"
Inside the Criminal Mind- a gripping exploration exposing the psychological machinations and immoral behavior that define the most nefarious criminal types. Every episode of the series ...                See full summary »
","
            
    Stars:
Geoffrey Martin, 
Jan Michalek, 
Antonio Pedro, 
Eva Ruzickova
",895,52.0,I
How to Ruin Christmas: The Wedding,"
Comedy, Drama            ",6.2,"
Prodigal daughter Tumi goes home for the holidays and manages to ruin her sister's wedding plans. Now she must make things right before it's too late.","
            
    Stars:
Busise Lurayi, 
Thando Thabethe, 
Yonda Thomas, 
Nambitha Ben-Mazwi
",326,24.0,H
Miseu Hammurabi,"
Comedy, Drama            ",7.6,"
The series tells the story of the life of judges and the various disputes that they have to settle.","
            
    Stars:
Go Ara, 
Myung-Soo Kim, 
Dong-il Sung, 
Deok-Hwan Ryu
",471,80.0,M
Last Hope,"
Animation, Action, Adventure            ",5.8,"
After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.","
            
    Stars:
Robbie Daymond, 
Johnny Yong Bosch, 
Beau Billingslea, 
Xanthe Huynh
",389,24.0,L
Kakushigoto,"
Animation, Comedy, Drama            ",7.5,"
A writer of lewd stories tries to keep his work a secret from his innocent and unknowing daughter.","
            
    Stars:
Hiroshi Kamiya, 
Rie Takahashi, 
Natsuki Hanae, 
Taku Yashiro
",558,23.0,K
Les goûts et les couleurs,"
Comedy, Drama            ",5.3,"
Simone plans to inform her conservative Jewish family that she's a lesbian, but as she proceeds with coming out she finds herself attracted to a man.","
    Director:
Myriam Aziza
| 
    Stars:
Sarah Stern, 
Jean-Christophe Folly, 
Julia Piaton, 
Catherine Jacob
",1553,95.0,L
H,"
Comedy            ",7.4,"
A group of people in a dysfunctional hospital have new challenges every day, while trying to work out love, friendship and work.","
            
    Stars:
Jamel Debbouze, 
Eric Judor, 
Ramzy Bedia, 
Sophie Mounicot
",1553,26.0,H
Kong: King of the Apes,"
Animation, Action, Adventure            ",5.8,"
Kong is saved as a young ape by a young boy, Lucas. Lucas and his family raise kong but Lucas' twin brother is jealous and tries to get rid of Kong.","
            
    Stars:
Viv Leacock, 
Lee Tockar, 
Vincent Tong, 
Kathleen Barr
",296,24.0,K
John Mulaney: The Comeback Kid,"
Comedy            ",8,"
Armed with boyish charm and a sharp wit, the former SNL writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.","
    Director:
Rhys Thomas
| 
    Stars:
Petunia, 
John Mulaney, 
Amanda Walsh, 
Philip Romano
",7706,62.0,J
Milly & Mamet: Ini Bukan Cinta & Rangga,"
Comedy, Drama            ",7.4,"
Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.","
    Director:
Ernest Prakasa
| 
    Stars:
Julie Estelle, 
Yoshi Sudarso, 
Adinia Wirasti, 
Dian Sastrowardoyo
",684,101.0,M
Kevin Hart: Zero F**ks Given,"
Comedy            ",6,"
Kevin Hart comedy special from the comfort of his own home.","
    Director:
Leslie Small
| 
    Star:
Kevin Hart
",2911,69.0,K
Made in Mexico,"
Reality-TV            ",4.1,"
Get to know the opulent lifestyles and famous families of Mexico City's socialites and the expats vying for a spot in their exclusive social order.","
            
    Stars:
Shanik Aspe, 
Roby Checa, 
Columba Diaz, 
Pepe Diaz
",739,49.0,M
