MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Elephant White,"
Action, Crime, Thriller            ",5.1,"
An assassin is hired by a businessman to avenge the murder of his daughter by white slave traders in Thailand.","
    Director:
Prachya Pinkaew
| 
    Stars:
Djimon Hounsou, 
Markus Waldow, 
Kevin Bacon, 
Jirantanin Pitakporntrakul
",10586,91.0,E
Gharabeeb Soud,"
Drama, Thriller, War            ",5.6,"
A look at the lives of various members of an ISIS terrorist cell.","
            
    Stars:
Eman Abdelaziz, 
Shoaib Ahmed, 
Shadi Al Safadi, 
Mohammed Al-Ahmad
",239,24.0,G
Good Sam,"
Comedy            ",5.7,"
When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of ""Good Sam.""","
    Director:
Kate Melville
| 
    Stars:
Tiya Sircar, 
Chad Connell, 
Marco Grazzini, 
Jesse Camacho
",2651,89.0,G
Chocolate,"
Drama, Romance            ",7.7,"
Lee Kang is a neurosurgeon, who once dreamed of becoming a chef. As a child, Moon Cha Young once met Lee Kang at a small restaurant in the seaside town. There, Lee Kang cooked and gave her ...                See full summary »
","
            
    Stars:
Ha Ji-Won, 
Yoon Kyesang, 
Seung-jo Jang, 
Jin-Woong Min
",910,70.0,C
Battlefish,"
Reality-TV            ",7.1,"
Over the course of the fishing season, a group of fishing boats pursues the lucrative albacore tuna in the competitive waters off the Oregon coast.","
            
    Stars:
Justin Bradbury, 
William Harper, 
Bill Rehmke, 
Karl Travenshek
",385,42.0,B
Eromanga Sensei,"
Animation, Comedy, Drama            ",5.4,"
A young writer who works with an anonymous artist discovers that the artist is his little sister.","
            
    Stars:
Yoshitsugu Matsuoka, 
Akane Fujita, 
Yui Ishikawa, 
Ibuki Kido
",1141,24.0,E
Extreme Engagement,"
Reality-TV            ",5.7,"
An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?","
            
    Stars:
PJ Madam, 
Tim Noonan
",350,24.0,E
City of Tiny Lights,"
Crime, Drama, Mystery            ",5.5,"
In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.","
    Director:
Pete Travis
| 
    Stars:
Riz Ahmed, 
Billie Piper, 
James Krishna Floyd, 
Cush Jumbo
",2279,110.0,C
Dave Chappelle: Sticks & Stones,"
Comedy            ",8.5,"
Dave Chappelle takes on gun culture, the opioid crisis, and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.","
    Director:
Stan Lathan
| 
    Star:
Dave Chappelle
",22574,65.0,D
Dragons: Rescue Riders,"
Animation, Adventure, Comedy            ",6.1,"
Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.","
            
    Stars:
Noah Kaye Bentley, 
Brennley Brown, 
Zach Callison, 
Nicolas Cantu
",236,24.0,D
Black Ink Crew,"
Reality-TV            ",4.6,"
Black Ink Crew: Black Ink documents the tattoo artists at a Harlem tattoo shop and all of the celebrities they cater to.","
            
    Stars:
Ashley Nicole Bermudez, 
Ceaser Emanuel, 
Dutchess Lattimore, 
Kevin Laroy
",383,42.0,B
Beyblade Burst,"
Animation, Action, Comedy            ",6.7,"
Elementary-school student Valt Aoi is crazy about Beyblade and is best friends with Shu Kurenai, who is a prodigy at the game and has been named to the national Beyblade tournament's final ...                See full summary »
","
            
    Stars:
Matt Hill, 
Sabrina Pitre, 
Adrian Petriw, 
Zach LeBlanc
",364,24.0,B
Guga-ui Seo,"
Action, Comedy, Fantasy            ",8,"
A melodrama epic about the great deal of trouble Choi Kang Chi, born as a half-human-half-mythical-creature (or human werefox half-breed), who goes through in order to become human and a ...                See full summary »
","
            
    Stars:
Kim Hee-won, 
Hye-Young Jung, 
Sung-Jae Lee, 
Jo Sung-ha
",1541,24.0,G
Brigada Costa del Sol,"
Action, Adventure, Drama            ",6.8,"
Four cops with very different personality unite to create a skilled narcotics squad in the Spain of late 70s.","
            
    Stars:
Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro
",484,24.0,B
Gyeolhongyeyak,"
Drama            ",7.6,"
Ji-Hoon (Lee Seo-Jin) has a cynical personality due to his family background. Even though he comes from a rich family, his mother had an affair with a married man and they had Ji-Hoon. From...                See full summary »
","
            
    Stars:
Seo-jin Lee, 
Kim You-Jin, 
Yoo-Ri Kim, 
Kim Kwang-gyu
",549,75.0,G
Fire Chasers,"
Documentary            ",6.6,"
As the 2016 fire season rages in California, The brave backcountry firefighters race to put out the flames, save lives and protect homes in this docuseries.","
",343,24.0,F
Cuando los ángeles duermen,"
Action, Adventure, Crime            ",5.5,"
A CEO lives the worst night of his life after he accidentally runs over a teenage girl.","
    Director:
Gonzalo Bendala
| 
    Stars:
Julián Villagrán, 
Marian Álvarez, 
Ester Expósito, 
Sira Alonso
",3386,91.0,C
A Very Murray Christmas,"
Comedy, Music, Musical            ",5.5,"
Bill Murray worries no one will show up to his TV show due to a terrible snowstorm in New York City.","
    Director:
Sofia Coppola
| 
    Stars:
Bill Murray, 
Paul Shaffer, 
Michael Cera, 
George Clooney
",14605,56.0,A
Angry Birds Toons,"
Animation, Comedy, Family            ",6.2,"
Red, Chuck, Bomb, Matilda, Terence, and The Blues need to keep the eggs safe from the pigs that will snatch them at any cost.","
            
    Stars:
Antti Pääkkönen, 
Antti Pääkkönen, 
Heljä Heikkinen, 
Lynne Guaglione
",684,3.0,A
Eizouken ni wa Te wo Dasu na!,"
Animation, Comedy, Drama            ",8.2,"
A group of strangers come together to work on creating the greatest anime series ever.","
            
    Stars:
Sairi Itô, 
Mutsumi Tamura, 
Misato Matsuoka, 
Yumiri Hanamori
",1144,24.0,E
Chatroom,"
Drama, Thriller            ",5.5,"
5 teenagers are introduced to each other in a chatroom called ""Chelsea Teens!"", all with different personalities. But when one shows its darker side, it threatens the life of the others.","
    Director:
Hideo Nakata
| 
    Stars:
Jacob Anderson, 
Matthew Ashforde, 
Dorothy Atkinson, 
Matthew Beard
",8963,97.0,C
Forks Over Knives,"
Documentary            ",7.7,"
Examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting our present menu of animal-based and processed foods.","
    Director:
Lee Fulkerson
| 
    Stars:
Lee Fulkerson, 
Matthew Lederman, 
Alona Pulde, 
T. Colin Campbell
",11950,96.0,F
Bon Bini Holland,"
Comedy            ",5.5,"
Robertico is forced to pay 200.000 gulden in damages due to a dodgy dealing. He pretends to be a business man to obtain an investment from the rich Ken Maduro. Until he falls in love with Ken's daughter.","
    Director:
Jelle de Jonge
| 
    Stars:
Jandino Asporaat, 
Sergio IJssel, 
Liliana de Vries, 
Alpha Oumar Barry
",1211,85.0,B
Adult Beginners,"
Action, Comedy, Drama            ",5.6,"
A bankrupt businessman tries to restore good relations with his sister and her family.","
    Director:
Ross Katz
| 
    Stars:
Nick Kroll, 
Rose Byrne, 
Bobby Cannavale, 
Joel McHale
",8169,92.0,A
Benvinguts a la família,"
Comedy            ",6.7,"
When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.","
            
    Stars:
Melani Olivares, 
Ivan Massagué, 
Yolanda Ramos, 
Nao Albet
",385,24.0,B
El Camino de Xico,"
Animation            ",5.2,"
A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico.","
    Director:
Eric Cabello
| 
    Stars:
Verónica Alva, 
Luis Angel Jaramillo, 
Pablo Gama Iturrarán, 
Tonantzin Carmelo
",407,85.0,E
Azizler,"
Comedy, Drama            ",6,"
The story of Aziz through an existential crisis longing for his youth: he is not happy with his work nor his private life, which is hijacked by his sister and her family, who have been living with him for some time now.","
    Directors:
Durul Taylan, 
Yagmur Taylan
| 
    Stars:
Engin Günaydin, 
Haluk Bilginer, 
Binnur Kaya, 
Öner Erkan
",9497,96.0,A
Drag Race: Untucked!,"
Reality-TV            ",7.8,"
RuPaul's Drag Race: Untucked! is the access-all-areas pass to the drama that you didn't see on the runway--the backstage bitchiness, the catfights, the struggles, the tears and the secrets....                See full summary »
","
            
    Stars:
RuPaul, 
Michelle Visage, 
Santino Rice, 
Sutan Amrull
",3154,21.0,D
Good Morning-Call: Guddo môningu kôru,"
Comedy, Romance            ",7.5,"
Nao rents her dream apartment, but things are not what they seem when she finds out she will be sharing it with high school heart throb Uehara.","
            
    Stars:
Haruka Fukuhara, 
Shun'ya Shiraishi, 
Moe Arai, 
Shûgo Nagashima
",2877,48.0,G
A pesar de todo,"
Comedy            ",5.4,"
Four different sisters who all have their own little secrets, attend their mother's funeral in Madrid, where the will reveals that their dad was not their biological father; they go on a quest together seeking their biological fathers.","
    Director:
Gabriela Tagliavini
| 
    Stars:
Blanca Suárez, 
Macarena García, 
Amaia Salamanca, 
Belén Cuesta
",4437,78.0,A
Cocaine Cowboys: Reloaded,"
Documentary, Crime, History            ",7.7,"
In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago. Cocaine Cowboys is the true story of how Miami ...                See full summary »
","
    Director:
Billy Corben
| 
    Stars:
Nelson Andreu, 
Edna Buchanan, 
Randy Christmas, 
Joseph Davis
",1359,152.0,C
Finding Bliss,"
Comedy, Romance            ",5.3,"
A romantic comedy that explores the adult film industry through the eyes of an idealistic 25 year-old award winning film school grad.","
    Director:
Julie Davis
| 
    Stars:
Leelee Sobieski, 
Matthew Davis, 
Jamie Kennedy, 
Denise Richards
",2442,96.0,F
Gakuen mokushiroku - HIGHSCHOOL OF THE DEAD: Dorifutâzu obu za deddo,"
Animation, Short, Comedy            ",5.5,"
Our team of apocalyptic survivors find themselves on a remote island. They drop their guard and the woman begin to have a much needed break while the men search for food. While waiting for ...                See full summary »
","
    Director:
Tetsurô Araki
| 
    Stars:
Jun'ichi Suwabe, 
Marina Inoue, 
Miyuki Sawashiro, 
Eri Kitamura
",269,16.0,G
Dive Club,"
Drama, Family, Mystery            ",7.6,"
Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.","
            
    Stars:
Miah Madden, 
Georgia-May Davis, 
Sana'a Shaik, 
Aubri Ibrag
",14,24.0,D
Fugitiva,"
Action, Adventure, Crime            ",5.7,"
A woman organizes a escape plan camouflaged as a kidnap to protect her children from her husband's enemies.","
            
    Stars:
Paz Vega, 
Julio Bracho, 
Arantza Ruiz, 
Luisa Rubino
",585,60.0,F
Gente que viene y bah,"
Comedy, Romance            ",6.2,"
After discovering that her boyfriend is cheating on her with a famous TV reporter, a woman returns to her family home to find herself.","
    Director:
Patricia Font
| 
    Stars:
Clara Lago, 
Álex García, 
Alexandra Jiménez, 
Paula Malia
",2758,97.0,G
Dead in Tombstone,"
Action, Fantasy, Horror            ",4.9,"
A leader killed by his own gang, gets offered a chance by Satan himself to escape damnation.","
    Director:
Roel Reiné
| 
    Stars:
Danny Trejo, 
Mickey Rourke, 
Anthony Michael Hall, 
Dina Meyer
",5271,100.0,D
El caso Alcàsser,"
Documentary, Crime            ",7.1,"
True crime documentary examining one of the most controversial crimes in Spanish history.","
            
    Stars:
Fernando García, 
León Siminiani, 
Ramón Campos, 
Teresa Domínguez
",1832,303.0,E
Destruction Los Angeles,"
Action, Adventure            ",4,"
A fatal explosion and sudden earthquake rock Los Angeles, and reporter John Benson seizes his chance to cover the breaking news of increasing seismic activity.","
    Director:
Tibor Takács
| 
    Stars:
Craig Sheffer, 
Cynthia Watros, 
Romeo Miller, 
Robert Giardina
",2542,93.0,D
Christmas Wedding Planner,"
Romance            ",4.4,"
While planning her cousin's lavish wedding, Kelsey Wilson's world is turned upside down when Private Investigator Connor McClean shows up. Connor, hired by a unnamed source, disrupts the upcoming nuptials but manages to win Kelsey's heart.","
    Director:
Justin G. Dyck
| 
    Stars:
Jocelyn Hudon, 
Stephen Huszar, 
Kelly Rutherford, 
Rebecca Dalton
",5281,86.0,C
Drive,"
Action, Crime, Thriller            ",3.6,"
A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.","
    Director:
Tarun Mansukhani
| 
    Stars:
Sushant Singh Rajput, 
Jacqueline Fernandez, 
Vikramjeet Virk, 
Sapna Pabbi
",6614,147.0,D
Expelled,"
Comedy            ",4.8,"
Felix is a legendary prankster who gets expelled from his high school and, with the help of his friends, will stop at nothing to hide it from his parents.","
    Director:
Alex Goyette
| 
    Stars:
Cameron Dallas, 
Matt Shively, 
Lia Marie Johnson, 
Marcus Johns
",6592,85.0,E
A Christmas Prince: The Royal Wedding,"
Drama, Romance            ",5.3,"
A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?","
    Director:
John Schultz
| 
    Stars:
Rose McIver, 
Ben Lamb, 
Alice Krige, 
Honor Kneafsey
",9527,92.0,A
Casting JonBenet,"
Documentary, Crime, Drama            ",6.1,"
In the months following the unsolved murder of 6-year-old beauty queen JonBenet Ramsey, responses were elicited from her Colorado hometown community, creating a work of art from the collective memories and mythologies the crime inspired.","
    Director:
Kitty Green
| 
    Stars:
Hannah Cagwin, 
Aeona Cruz, 
Liv Bagley, 
Shylee Sagle
",5171,80.0,C
Caïd,"
Action, Crime, Drama            ",6.2,"
A music video director tries to film Tony, a charismatic but unpredictable drug gang leader wanting to break into the rap music scene. His work reveals the hidden, true face of drug dealing, while he gets caught in a bloody gang war.","
            
    Stars:
Jean-Toussaint Bernard, 
Abdramane Diakite, 
Mohamed Boudouh, 
Sébastien Houbani
",568,24.0,C
